,ID,URL,小区名称,城市,区域,片区,参考均价,建筑年代,总栋数,总户数,开发商,物业费,物业公司,建筑类型,地址
0,3011056570026,http://cd.lianjia.com/xiaoqu/3011056570026,鱼凫家苑B区,成都,温江,温江大学城,暂无报价,暂无信息,8栋,312户,暂无信息,暂无信息,暂无信息,未知类型,(温江温江大学城)顶山路501号
0,3011056304378,http://cd.lianjia.com/xiaoqu/3011056304378,鱼凫路136号,成都,温江,温江老城,暂无报价,暂无信息,1栋,12户,暂无信息,暂无信息,暂无信息,未知类型,(温江温江老城)鱼凫路136号
0,3011056333779,http://cd.lianjia.com/xiaoqu/3011056333779,西金公寓,成都,温江,温江老城,暂无报价,暂无信息,2栋,18户,暂无信息,暂无信息,暂无信息,未知类型,(温江温江老城)文化路
0,3011056616641,http://cd.lianjia.com/xiaoqu/3011056616641,中铁二十三局集团第三工程有限公司,成都,温江,温江大学城,暂无报价,暂无信息,5栋,206户,暂无信息,暂无信息,暂无信息,未知类型,(温江温江大学城)天府街中段336
0,3011056592485,http://cd.lianjia.com/xiaoqu/3011056592485,树仁居,成都,温江,温江大学城,暂无报价,暂无信息,3栋,108户,暂无信息,暂无信息,暂无信息,未知类型,(温江温江大学城)南浔大道4段385
0,167648125922754,http://cd.lianjia.com/xiaoqu/167648125922754,左右熙地,成都,温江,温江大学城,暂无报价,2015年建成,1栋,100户,成都王家老根餐饮文化策划有限公司,1.3元/平米/月,成都仕彬物业服务有限公司,塔楼,(温江温江大学城)金府路东段88号
0,169883677373291,http://cd.lianjia.com/xiaoqu/169883677373291,航天路236号院,成都,温江,温江老城,暂无报价,暂无信息,3栋,44户,暂无信息,暂无信息,暂无信息,板楼,(温江温江老城)航天路236号
0,3011056615386,http://cd.lianjia.com/xiaoqu/3011056615386,园丁小区A区,成都,温江,温江老城,暂无报价,2005年建成,3栋,57户,无开发商,0.5元/平米/月,华鑫物业,塔板结合,(温江温江老城)鱼凫路480号
0,3011056332853,http://cd.lianjia.com/xiaoqu/3011056332853,粟苑,成都,温江,温江老城,暂无报价,暂无信息,1栋,24户,暂无信息,暂无信息,暂无信息,未知类型,(温江温江老城)长安路110号
0,1610276183749201,http://cd.lianjia.com/xiaoqu/1610276183749201,区政府家属院,成都,温江,温江老城,暂无报价,暂无信息,1栋,20户,暂无信息,暂无信息,暂无信息,板楼,(温江温江老城)文庙街6号附1号
0,1614358847435579,http://cd.lianjia.com/xiaoqu/1614358847435579,共和路3号,成都,温江,光华大道沿线,暂无报价,暂无信息,1栋,30户,暂无信息,暂无信息,暂无信息,未知类型,(温江光华大道沿线)共和路3号
0,3011056333314,http://cd.lianjia.com/xiaoqu/3011056333314,穗苑,成都,温江,温江老城,暂无报价,暂无信息,2栋,54户,暂无信息,暂无信息,暂无信息,未知类型,(温江温江老城)长安路114号
0,1615116788861932,http://cd.lianjia.com/xiaoqu/1615116788861932,天来汇景,成都,温江,温江新城,暂无报价,2018年建成,1栋,1户,暂无信息,暂无信息,暂无信息,塔板结合,(温江温江新城)光华大道与温泉大道交叉口
0,169883876864759,http://cd.lianjia.com/xiaoqu/169883876864759,航天路206号院,成都,温江,温江老城,暂无报价,暂无信息,2栋,22户,暂无信息,暂无信息,暂无信息,板楼,(温江温江老城)航天路206号
0,1615365386546643,http://cd.lianjia.com/xiaoqu/1615365386546643,柳城大道东段166号,成都,温江,温江老城,暂无报价,暂无信息,1栋,6户,暂无信息,暂无信息,暂无信息,板楼,(温江温江老城)柳城大道东段166号
0,1611747250680123,http://cd.lianjia.com/xiaoqu/1611747250680123,星光慧,成都,温江,温江新城,暂无报价,暂无信息,0栋,0户,成都璐达房地产开发有限公司,暂无信息,暂无信息,未知类型,(温江温江新城)光华大道三段（温江区政府旁）
0,1615121139379922,http://cd.lianjia.com/xiaoqu/1615121139379922,芙蓉西墅,成都,温江,芙蓉古城,暂无报价,2014年建成,1栋,16户,成都中亚实业有限责任公司,2.5元/平米/月,成都仁和春天物业管理有限公司,未知类型,(温江芙蓉古城)芙蓉路528号芙蓉古镇景区正门
0,3011056295986,http://cd.lianjia.com/xiaoqu/3011056295986,万春东路38号,成都,温江,温江老城,暂无报价,暂无信息,2栋,34户,暂无信息,暂无信息,暂无信息,未知类型,(温江温江老城)万春东路38号
0,169503281000924,http://cd.lianjia.com/xiaoqu/169503281000924,芙蓉古城紫宸园,成都,温江,芙蓉古城,暂无报价,暂无信息,3栋,6户,暂无信息,暂无信息,暂无信息,未知类型,(温江芙蓉古城)芙蓉路333号
0,1617567856757477,http://cd.lianjia.com/xiaoqu/1617567856757477,柳城丽江苑,成都,温江,温江老城,暂无报价,2006年建成,1栋,180户,暂无信息,暂无信息,暂无信息,板楼,(温江温江老城)滨江路北段60号
0,1620020627652082,http://cd.lianjia.com/xiaoqu/1620020627652082,清溪玫瑰园,成都,温江,芙蓉古城,暂无报价,2006年建成,6栋,12户,暂无信息,暂无信息,暂无信息,未知类型,(温江芙蓉古城)开金路999号
0,1613803231654267,http://cd.lianjia.com/xiaoqu/1613803231654267,金穗苑,成都,温江,温江大学城,暂无报价,2014年建成,14栋,991户,西藏农牧业生产资料集团成都有限公司,1.6元/平米/月,四川省润无声物业发展有限责任公司,塔楼/板楼,(温江温江大学城)新华大道二段（金马国际体育城旁）
0,1620020858336439,http://cd.lianjia.com/xiaoqu/1620020858336439,金江苑,成都,温江,温江老城,暂无报价,暂无信息,1栋,48户,暂无信息,暂无信息,暂无信息,未知类型,(温江温江老城)金乌街95号
0,3011056017255,http://cd.lianjia.com/xiaoqu/3011056017255,置信逸都C区,成都,郫都,郫县万达,6012,2012年建成,4栋,1012户,无开发商,0.5至0.6元/平米/月,成都和达物业服务有限责任公司,塔板结合,(郫都郫县万达)科新街5号
0,1616006869167582,http://cd.lianjia.com/xiaoqu/1616006869167582,文武路27号,成都,温江,温江老城,暂无报价,暂无信息,1栋,36户,暂无信息,暂无信息,暂无信息,塔板结合,(温江温江老城)文武路27号
0,1617955769823399,http://cd.lianjia.com/xiaoqu/1617955769823399,北街21号,成都,温江,温江老城,暂无报价,2004年建成,1栋,48户,暂无信息,暂无信息,暂无信息,板楼,(温江温江老城)柳城镇北街21号
0,3011053485115,http://cd.lianjia.com/xiaoqu/3011053485115,万树森林2期,成都,郫都,犀浦,7614,2008年建成,8栋,719户,港湘房产,0.95元/平米/月,成都佳美物业管理有限公司,塔板结合,(郫都犀浦)国宁西路88号
0,1611061195605,http://cd.lianjia.com/xiaoqu/1611061195605,交大万嘉季柳园,成都,郫都,犀浦,5330,2013年建成,6栋,1361户,无开发商,1.3元/平米/月,街道办事处（委员会）代管物业,塔楼,(郫都犀浦)校园路822号
0,1611061398471,http://cd.lianjia.com/xiaoqu/1611061398471,中铁西郡英华一期,成都,郫都,红光,9114,2012年建成,50栋,557户,成都中铁置业有限公司,1.38至3元/平米/月,成都中铁二局瑞城物业管理有限公司	,板楼/塔板结合,(郫都红光)港通北一路567号
0,3011053494748,http://cd.lianjia.com/xiaoqu/3011053494748,万树森林3期,成都,郫都,犀浦,4128,2007年建成,2栋,629户,无开发商,0.95元/平米/月,成都佳美物业管理有限公司,板楼,(郫都犀浦)国宁西路88
0,1611061558177,http://cd.lianjia.com/xiaoqu/1611061558177,时代水岸康城,成都,郫都,红光,5628,2013年建成,9栋,1515户,成都西源投资有限公司,1.6元/平米/月,街道办事处（委员会）代管物业,板楼,(郫都红光)幸福路北一段169号
0,1620020846798270,http://cd.lianjia.com/xiaoqu/1620020846798270,芙蓉古城紫云园,成都,温江,芙蓉古城,暂无报价,2009年建成,2栋,8户,暂无信息,暂无信息,暂无信息,未知类型,(温江芙蓉古城)开金路888号
0,3011054095879,http://cd.lianjia.com/xiaoqu/3011054095879,晶宝盛世桃源,成都,郫都,犀浦,6842,2012年建成,4栋,924户,成都晶宝实业有限公司,1.38至1.89元/平米/月,成都富雅物业服务有限公司,塔板结合,(郫都犀浦)校园东路368号
0,3011056009201,http://cd.lianjia.com/xiaoqu/3011056009201,实久花园,成都,郫都,郫县万达,4342,2000年建成,33栋,1397户,成都市政建设集团有限责任公司,0.8元/平米/月,街道办事处（委员会）代管物业,板楼,(郫都郫县万达)杜鹃路589号
0,3011056631317,http://cd.lianjia.com/xiaoqu/3011056631317,景尚景一期,成都,郫都,郫县城区,6682,2012年建成,7栋,1420户,四川硕润置业有限公司,1.2元/平米/月,四川硕润物业,板楼,(郫都郫县城区)景尚景街5号
0,3011056604160,http://cd.lianjia.com/xiaoqu/3011056604160,绿地国际花都,成都,郫都,郫县城区,5848,2015年建成,7栋,1347户,上海绿地集团成都申蓉房地产开发有限公司,1.9元/平米/月,重庆泓山物业管理有限公司,塔楼,(郫都郫县城区)西四环蜀都新城创智东二路68号
0,3011056076219,http://cd.lianjia.com/xiaoqu/3011056076219,中冶田园世界,成都,郫都,郫县城区,5473,2013年建成,14栋,2983户,成都中冶田园世界置业有限公司,1.7元/平米/月,成都家园经营管理有限公司,塔板结合,(郫都郫县城区)中信大道四段968号
0,1611061538894,http://cd.lianjia.com/xiaoqu/1611061538894,四季豪廷,成都,郫都,郫县城区,7523,2010年建成,5栋,1384户,成都天之府实业有限公司,1.6元/平米/月,深圳威士达物业发展有限公司成都分公司,塔楼/板楼/塔板结合,(郫都郫县城区)望丛中路1088号
0,1611060291529,http://cd.lianjia.com/xiaoqu/1611060291529,成都后花园三期,成都,郫都,成外,10123,2012年建成,14栋,1892户,成都市圣沅房地产开发有限公司,1.6元/平米/月,成都圣沅佳理物业管理服务公司,塔楼,(郫都成外)国宁东路1019号
0,1611061168028,http://cd.lianjia.com/xiaoqu/1611061168028,尚林家园,成都,郫都,犀浦,6825,2009年建成,4栋,1315户,四川鑫盛房地产开发有限公司,1.2元/平米/月,成都众托物业管理有限公司,板楼,(郫都犀浦)恒山北街99号
0,1611061151039,http://cd.lianjia.com/xiaoqu/1611061151039,西锦集一期,成都,郫都,犀浦,6649,2010年建成,4栋,280户,无开发商,0.8元/平米/月,金昌置业管理服务公司,板楼,(郫都犀浦)两河新街16号
0,167830971888301,http://cd.lianjia.com/xiaoqu/167830971888301,成都后花园二期,成都,郫都,成外,7635,2010年建成,39栋,653户,成都市圣沅房地产开发有限公司,1.5至1.8元/平米/月,成都圣沅佳理物业管理有限公司,板楼,(郫都成外)华都大道东二段11号
0,1611061594169,http://cd.lianjia.com/xiaoqu/1611061594169,天邑宏御花园御苑,成都,郫都,橡树湾,4956,2016年建成,12栋,1552户,成都天邑房地产开发有限责任公司,1.6元/平米/月,成都天邑泰安物业管理有限责任公司大邑分公司,塔楼/板楼,(郫都橡树湾)红光镇学府南路8号
0,3011056295463,http://cd.lianjia.com/xiaoqu/3011056295463,文武路78号,成都,温江,温江老城,暂无报价,暂无信息,1栋,32户,暂无信息,暂无信息,暂无信息,未知类型,(温江温江老城)文武路78号
0,3011053471852,http://cd.lianjia.com/xiaoqu/3011053471852,启明花园,成都,郫都,犀浦,4944,2003年建成,30栋,786户,无开发商,0.5元/平米/月,街道办事处（委员会）代管物业,塔板结合,(郫都犀浦)犀团路441号
0,1611061682539,http://cd.lianjia.com/xiaoqu/1611061682539,蓝光幸福满庭,成都,郫都,犀浦,7938,2012年建成,17栋,5122户,蓝光和骏实业有限公司,3.2元/平米/月,成都嘉宝管理顾问有限公司,板楼/塔板结合,(郫都犀浦)国宁东路299号
0,3011056018509,http://cd.lianjia.com/xiaoqu/3011056018509,置信逸都D区,成都,郫都,郫县万达,5631,2014年建成,5栋,1432户,成都置信实业(集团)有限公司,1.5元/平米/月,成都合达联行物业服务有限公司,塔板结合,(郫都郫县万达)南北大道168号
0,1616317048981614,http://cd.lianjia.com/xiaoqu/1616317048981614,千禧公寓B区,成都,双流,东升镇,4624,2003年建成,1栋,50户,暂无信息,0.5元/平米/月,暂无信息,板楼,(双流东升镇)西安路一段58号
0,3011054099275,http://cd.lianjia.com/xiaoqu/3011054099275,宇众悦府,成都,郫都,犀浦,8610,2013年建成,6栋,1284户,四川宇众房地产开发有限公司,1.8元/平米/月,中粮地产集团深圳物业管理成都分公司,塔楼/塔板结合,(郫都犀浦)华都大道东一段168号
0,3011055739063,http://cd.lianjia.com/xiaoqu/3011055739063,一里阳光,成都,郫都,郫县万达,5897,2013年建成,25栋,4517户,四川舜苑置地有限公司,1.2至1.8元/平米/月,四川舜苑资产经营管理有限责任公司	,塔楼/板楼/塔板结合,(郫都郫县万达)望从东路308号
0,3011056085758,http://cd.lianjia.com/xiaoqu/3011056085758,西区地标,成都,郫都,犀浦,7829,2010年建成,5栋,1200户,成都犀牛房地产开发有限公司,1.5元/平米/月,成都孺牛物业管理有限公司,板楼,(郫都犀浦)泰山南街116号
0,3011056295753,http://cd.lianjia.com/xiaoqu/3011056295753,万春东路26号,成都,温江,温江老城,暂无报价,暂无信息,1栋,36户,暂无信息,暂无信息,暂无信息,未知类型,(温江温江老城)万春东路26号
0,3011056028279,http://cd.lianjia.com/xiaoqu/3011056028279,上置雅宾利,成都,郫都,红光,5825,2016年建成,9栋,1354户,成都上置置业有限公司,2.1元/平米/月,上海上置物业集团有限公司成都分公司,板楼/塔板结合,(郫都红光)红光镇港华路555号
0,1611059119279,http://cd.lianjia.com/xiaoqu/1611059119279,西区花园别墅绿之韵,成都,郫都,犀浦,7953,2003年建成,11栋,132户,成都志达房产开发有限公司,1.5元/平米/月,四川省润无声物业发展有限责任公司,板楼,(郫都犀浦)兴业南街281号
0,3011056593083,http://cd.lianjia.com/xiaoqu/3011056593083,海骏达蜀都1号凯悦二期,成都,郫都,郫县城区,6316,2013年建成,8栋,1459户,海骏达地产,1.7元/平米/月,街道办事处（委员会）代管物业,板楼,(郫都郫县城区)蜀信东路289号
0,1611059004579,http://cd.lianjia.com/xiaoqu/1611059004579,西区花园水云阁,成都,郫都,犀浦,6727,2007年建成,1栋,180户,无开发商,1.5元/平米/月,四川省润无声物业发展有限责任公司,板楼,(郫都犀浦)兴业南街199号
0,3011056596657,http://cd.lianjia.com/xiaoqu/3011056596657,晶宝维吉尼亚,成都,郫都,红光,5572,2012年建成,4栋,1069户,成都晶宝实业有限公司,1.6元/平米/月,成都富雅物业服务有限公司,塔楼,(郫都红光)红光镇广场路北二段101号
0,1611058996511,http://cd.lianjia.com/xiaoqu/1611058996511,西区花园水云庭,成都,郫都,犀浦,6585,2006年建成,7栋,193户,成都志达房产开发有限公司,0.8元/平米/月,成都居安达物业管理有限公司,板楼,(郫都犀浦)江西街89号
0,1611061017840,http://cd.lianjia.com/xiaoqu/1611061017840,金枫名苑,成都,郫都,成外,7824,2013年建成,3栋,810户,四川吉翔建设发展有限公司,1.6元/平米/月,中铁八局集团（成都）物业管理有限公司,板楼,(郫都成外)犀浦镇银河东路（川外成都学院西门侧）
0,3011056630882,http://cd.lianjia.com/xiaoqu/3011056630882,景尚景二期,成都,郫都,郫县城区,6154,2010年建成,4栋,724户,无开发商,1.2元/平米/月,成都德冠物业管理有限公司,板楼/塔板结合,(郫都郫县城区)景尚景街5号
0,1611061151553,http://cd.lianjia.com/xiaoqu/1611061151553,西锦集二期,成都,郫都,犀浦,7985,暂无信息,8栋,455户,暂无信息,暂无信息,暂无信息,板楼,(郫都犀浦)两河新街97号
0,1611060964333,http://cd.lianjia.com/xiaoqu/1611060964333,交大万嘉樟菊园,成都,郫都,犀浦,5490,2014年建成,8栋,1400户,成都嘉汇置业有限公司,1.2元/平米/月,暂无信息,塔楼,(郫都犀浦)校园路820号
0,3011056132973,http://cd.lianjia.com/xiaoqu/3011056132973,西区御景,成都,郫都,红光,5251,2005年建成,12栋,597户,四川大一房地产有限公司,0.6元/平米/月,街道办事处（委员会）代管物业,板楼,(郫都红光)正兴大道146
0,3011056142496,http://cd.lianjia.com/xiaoqu/3011056142496,绿茵豪庭B区,成都,郫都,成外,5016,2000年建成,1栋,220户,成都中攀房地产开发有限公司,1.2元/平米/月,成都心连心物业管理有限公司,板楼,(郫都成外)和心路499号
0,3011056619779,http://cd.lianjia.com/xiaoqu/3011056619779,宇众曼城,成都,郫都,橡树湾,5551,2000年建成,3栋,1560户,无开发商,1元/平米/月,街道办事处（委员会）代管物业,板楼/塔板结合,(郫都橡树湾)高店路东段1001号
0,1611062739371,http://cd.lianjia.com/xiaoqu/1611062739371,天府明珠花园,成都,郫都,犀浦,5081,2005年建成,18栋,504户,成都天府置业有限公司,0.9元/平米/月,街道办事处（委员会）代管物业,板楼,(郫都犀浦)泰山大道61号
0,1618225585730284,http://cd.lianjia.com/xiaoqu/1618225585730284,凯信双子国际,成都,温江,温江老城,暂无报价,2009年建成,2栋,493户,暂无信息,暂无信息,暂无信息,塔楼,(温江温江老城)凤溪大道北段666号
0,1611059146507,http://cd.lianjia.com/xiaoqu/1611059146507,君临天下,成都,郫都,成外,15366,2004年建成,18栋,401户,无开发商,1.8元/平米/月,成都家园经营管理有限公司,塔板结合,(郫都成外)金粮路666号
0,1611061905051,http://cd.lianjia.com/xiaoqu/1611061905051,1958青年公馆,成都,郫都,红光,4794,2013年建成,3栋,917户,无开发商,1.3元/平米/月,成都南极物业管理有限公司,塔楼/板楼/塔板结合,(郫都红光)红光镇广场路北二段51号
0,3011056139516,http://cd.lianjia.com/xiaoqu/3011056139516,阳光小筑二期,成都,郫都,红光,3912,2009年建成,1栋,306户,成都建嘉实业有限责任公司,1元/平米/月,街道办事处（委员会）代管物业,塔楼,(郫都红光)红光路256
0,167987632549654,http://cd.lianjia.com/xiaoqu/167987632549654,合能四季城三期,成都,郫都,犀浦,6129,2013年建成,2栋,801户,成都瑞进合能房地产开发有限公司,1.8元/平米/月,成都合能物业管理有限公司,板楼/塔板结合,(郫都犀浦)福梓路228号
0,1611061558057,http://cd.lianjia.com/xiaoqu/1611061558057,华宇天府花城,成都,郫都,郫县万达,7746,2014年建成,14栋,2450户,四川华宇业昊房地产开发有限公司,1.8元/平米/月,重庆华宇物业服务有限公司成都分公司,塔板结合,(郫都郫县万达)郫筒镇檬柏西路469号
0,1611059120206,http://cd.lianjia.com/xiaoqu/1611059120206,西区花园白领公寓,成都,郫都,犀浦,5183,2009年建成,1栋,120户,无开发商,0.3元/平米/月,四川省润无声物业发展有限责任公司,板楼,(郫都犀浦)兴业南街188号
0,1611061566982,http://cd.lianjia.com/xiaoqu/1611061566982,五彩城,成都,郫都,郫县城区,5798,2014年建成,11栋,3538户,成都国宏腾实业有限公司,1.8元/平米/月,成都上实锦绣物业服务有限公司	,板楼,(郫都郫县城区)文信路518号
0,1611061503529,http://cd.lianjia.com/xiaoqu/1611061503529,今日润园,成都,郫都,橡树湾,10069,2005年建成,39栋,165户,无开发商,2元/平米/月,成都威斯顿经营管理有限责任公司,板楼,(郫都橡树湾)红高路228号
0,3011056019976,http://cd.lianjia.com/xiaoqu/3011056019976,置信逸都B区,成都,郫都,郫县万达,5609,2014年建成,3栋,1076户,无开发商,1.5元/平米/月,街道办事处（委员会）代管物业,塔板结合,(郫都郫县万达)凉水井东路99号
0,3011053784517,http://cd.lianjia.com/xiaoqu/3011053784517,怡景城市花苑,成都,郫都,犀浦,6361,2013年建成,10栋,1789户,成都宝投房地产开发有限公司,1.6元/平米/月,成都华居物业管理有限公司,塔楼/板楼/塔板结合,(郫都犀浦)学园路148号
0,1611061584804,http://cd.lianjia.com/xiaoqu/1611061584804,天邑宏御花园宏苑,成都,郫都,橡树湾,4963,2016年建成,9栋,1117户,成都天邑房地产开发有限责任公司,1.6元/平米/月,成都天邑泰安物业管理有限责任公司大邑分公司,塔楼,(郫都橡树湾)红光镇学府南路8号
0,167894533680451,http://cd.lianjia.com/xiaoqu/167894533680451,成都后花园一期,成都,郫都,成外,16517,2006年建成,180栋,652户,成都市圣沅房地产开发有限公司,1.8至1.89元/平米/月,成都圣沅佳理物业管理服务公司,未知类型,(郫都成外)国宁东路991号
0,3011056142313,http://cd.lianjia.com/xiaoqu/3011056142313,绿茵豪庭A区,成都,郫都,成外,5001,2000年建成,1栋,176户,成都中攀房地产开发有限公司,1.2元/平米/月,成都心连心物业管理有限公司,板楼,(郫都成外)和心路498号
0,1611061208382,http://cd.lianjia.com/xiaoqu/1611061208382,府河御景,成都,郫都,犀浦,4806,2008年建成,26栋,1388户,无开发商,0.9元/平米/月,街道办事处（委员会）代管物业,板楼,(郫都犀浦)御景路140号
0,1611062230988,http://cd.lianjia.com/xiaoqu/1611062230988,锦绣西苑二期,成都,郫都,郫县万达,5453,2010年建成,5栋,798户,暂无信息,0.6元/平米/月,暂无信息,塔楼/板楼,(郫都郫县万达)杜鹃路142号
0,1611059013998,http://cd.lianjia.com/xiaoqu/1611059013998,西区花园森之源,成都,郫都,犀浦,11585,2006年建成,4栋,44户,成都志达房产开发有限公司,1元/平米/月,四川省润无声物业发展有限责任公司,板楼,(郫都犀浦)兴业南街218号
0,3011056600648,http://cd.lianjia.com/xiaoqu/3011056600648,龙湖弗莱明戈一期,成都,郫都,郫县城区,9129,2012年建成,24栋,3187户,成都龙湖地产有限公司,1.7元/平米/月,成都龙湖物业服务有限公司,塔楼/板楼,(郫都郫县城区)高专路1号
0,1611099555050,http://cd.lianjia.com/xiaoqu/1611099555050,绿地圣罗兰,成都,郫都,郫县城区,8368,2012年建成,35栋,152户,上海绿地集团成都申蓉房地产开发有限公司,2元/平米/月,重庆泓山物业管理有限公司,塔板结合,(郫都郫县城区)南北大道绿地圣罗兰
0,3011056629502,http://cd.lianjia.com/xiaoqu/3011056629502,华润橡树湾B区,成都,郫都,橡树湾,9569,2013年建成,13栋,3972户,成都蜀都华润置地有限公司,2.4元/平米/月,成都华润置地物业管理有限公司,塔板结合,(郫都橡树湾)西大道1398号
0,3011055361769,http://cd.lianjia.com/xiaoqu/3011055361769,派克公馆,成都,郫都,成外,8063,2007年建成,36栋,5428户,上海绿地集团成都公司,1.5元/平米/月,重庆泓山物业管理有限公司,塔楼/板楼/塔板结合,(郫都成外)金粮路566号
0,3011056174155,http://cd.lianjia.com/xiaoqu/3011056174155,正成名城左岸,成都,郫都,红光,5073,2008年建成,9栋,2796户,成都市正成投资开发有限公司,1至1.2元/平米/月,成都市中骏物业管理有限公司,塔楼,(郫都红光)红佳东路6号
0,3011056586176,http://cd.lianjia.com/xiaoqu/3011056586176,绿地国际花都三期,成都,郫都,郫县城区,5917,2014年建成,20栋,6515户,上海绿地集团成都申蓉房地产开发有限公司,1.9元/平米/月,重庆泓山物业管理有限公司,板楼,(郫都郫县城区)西四环蜀都新城创智东二路68号
0,1611061503509,http://cd.lianjia.com/xiaoqu/1611061503509,龙城国际,成都,郫都,橡树湾,8704,2012年建成,19栋,5360户,成都志达房地产开发有限公司,1.7至1.9元/平米/月,成都安达祥和置业有限公司,塔板结合,(郫都橡树湾)老成灌路洪高路88号
0,1611058990004,http://cd.lianjia.com/xiaoqu/1611058990004,西区花园花园洋房,成都,郫都,犀浦,6638,2004年建成,33栋,1212户,成都志达房产开发有限公司,0.6至1元/平米/月,四川省润无声物业发展有限责任公司,板楼/塔板结合,(郫都犀浦)兴业南街199号
0,3011056619642,http://cd.lianjia.com/xiaoqu/3011056619642,华侨凤凰国际城,成都,郫都,郫县城区,6479,2015年建成,20栋,4408户,郫县三利投资有限公司,1.8至3.6元/平米/月,成都浩佳物业管理有限公司,塔楼/板楼,(郫都郫县城区)望丛西路299号
0,1611059192998,http://cd.lianjia.com/xiaoqu/1611059192998,中铁西郡英华二期,成都,郫都,红光,5945,2013年建成,9栋,2451户,成都中铁置业有限公司,1.8元/平米/月,成都中铁二局瑞城物业管理有限公司,塔楼,(郫都红光)港通北一路333号
0,3011053328038,http://cd.lianjia.com/xiaoqu/3011053328038,绿杨涧,成都,温江,温江大学城,4833,2009年建成,3栋,212户,无开发商,0.8元/平米/月,私人承办物业,板楼,(温江温江大学城)杨柳西路北段128号
0,3011053484410,http://cd.lianjia.com/xiaoqu/3011053484410,西郡兰庭,成都,郫都,犀浦,6159,2010年建成,5栋,2139户,四川省遂宁市欣茂房地产开发有限公司,1.38元/平米/月,遂宁市谐安物业服务有限公司,板楼,(郫都犀浦)校园路129号
0,1611058923483,http://cd.lianjia.com/xiaoqu/1611058923483,中铁塔米亚,成都,郫都,成外,7382,2011年建成,15栋,2432户,成都中铁置业有限公司,1.6元/平米/月,街道办事处（委员会）代管物业,板楼/塔板结合,(郫都成外)金樽三街298号
0,1611059125719,http://cd.lianjia.com/xiaoqu/1611059125719,万基金蓝湾,成都,郫都,红光,4780,2009年建成,6栋,1286户,成都市万基房地产开发有限公司,1元/平米/月,成都万丰创新物业管理有限公司,塔板结合,(郫都红光)广场路北一段50号
0,1611061206928,http://cd.lianjia.com/xiaoqu/1611061206928,华邑阳光里,成都,郫都,犀浦,8879,2015年建成,22栋,3888户,成都华邑房地产开发有限公司,1.8元/平米/月,成都华鼎物业管理有限公司,塔板结合,(郫都犀浦)校园路东段188号
0,3011054090136,http://cd.lianjia.com/xiaoqu/3011054090136,傲城,成都,郫都,犀浦,8023,2015年建成,17栋,5815户,万宸地产,1.6至1.8元/平米/月,仁和春天物管,板楼,(郫都犀浦)犀浦校园路东段111号
0,3011053744757,http://cd.lianjia.com/xiaoqu/3011053744757,交大卡布里城,成都,郫都,犀浦,7183,2008年建成,11栋,2929户,郫县三利投资有限公司,1.5元/平米/月,成都平安物业有限责任公司,板楼/塔板结合,(郫都犀浦)校园路55号
0,3011056658392,http://cd.lianjia.com/xiaoqu/3011056658392,中信未来城北区,成都,郫都,郫县城区,6579,2013年建成,9栋,1987户,无开发商,1.6元/平米/月,深圳市中信物业管理有限公司成都分公司,塔楼,(郫都郫县城区)文信路199号
0,3011056041940,http://cd.lianjia.com/xiaoqu/3011056041940,中铁西郡英华三期,成都,郫都,红光,5539,2015年建成,11栋,3085户,成都中铁置业有限公司,1.8元/平米/月,成都中铁瑞城物业管理有限公司郫县分公司,塔楼/塔板结合,(郫都红光)红光镇港通北一路567号
0,3011056595704,http://cd.lianjia.com/xiaoqu/3011056595704,海骏达蜀都1号一期南区,成都,郫都,郫县城区,6889,2013年建成,4栋,441户,海骏达地产,1.7元/平米/月,街道办事处（委员会）代管物业,塔楼,(郫都郫县城区)文信路88号
0,1611059906420,http://cd.lianjia.com/xiaoqu/1611059906420,成外雅庭,成都,郫都,成外,6889,2008年建成,3栋,590户,四川德瑞企业发展有限公司,1.2元/平米/月,街道办事处（委员会）代管物业,板楼/塔板结合,(郫都成外)金粮路555号
0,1611059074961,http://cd.lianjia.com/xiaoqu/1611059074961,合能四季城二期,成都,郫都,犀浦,7662,2013年建成,7栋,2164户,成都瑞进合能房地产开发有限公司,1.8元/平米/月,成都合能物业管理有限公司,塔楼/板楼/塔板结合,(郫都犀浦)犀浦镇龙吟路230号
0,3011056593475,http://cd.lianjia.com/xiaoqu/3011056593475,海骏达蜀都1号一期北区,成都,郫都,郫县城区,7118,2013年建成,8栋,1334户,海骏达地产,1.7元/平米/月,街道办事处（委员会）代管物业,塔楼/板楼,(郫都郫县城区)文信路88号
0,3011054099211,http://cd.lianjia.com/xiaoqu/3011054099211,溪地湾,成都,郫都,犀浦,7071,2015年建成,11栋,3088户,成都迈尔斯通房地产开发有限公司,1.8元/平米/月,成都迈尔斯通物业管理有限公司,塔楼/塔板结合,"(郫都犀浦)校园路99号, 校园路东段99号"
0,1611059074403,http://cd.lianjia.com/xiaoqu/1611059074403,合能四季城一期,成都,郫都,犀浦,7847,2013年建成,5栋,1865户,成都瑞进合能房地产开发有限公司,1.8元/平米/月,成都合能物业管理有限公司,板楼/塔板结合,(郫都犀浦)福梓路221号
0,1611058998237,http://cd.lianjia.com/xiaoqu/1611058998237,西区花园水云涧,成都,郫都,犀浦,6221,2005年建成,19栋,620户,成都志达房产开发有限公司,1元/平米/月,四川省润无声物业发展有限责任公司,板楼,(郫都犀浦)兴业南街88号
